lr,loss
1e-05,7.140167236328125
1.2598952777950273e-05,7.140157699584961
1.3093533273536108e-05,7.140137195587158
1.3607528864243342e-05,7.1366013288497925
1.4141701702890223e-05,7.135822135210037
1.4696843861124456e-05,7.132766380012035
1.5273778503907133e-05,7.129047258093952
1.5873361110102092e-05,7.126909317796676
1.649648074098021e-05,7.125244103982037
1.7144061358519693e-05,7.12573734617063
1.7817063195457292e-05,7.125270562480263
1.851648417912154e-05,7.125571746880664
1.9243361411159797e-05,7.123887199453622
1.9998772705352862e-05,7.121719633914535
2.0783838185797585e-05,7.121421310910215
2.1599721947827164e-05,7.121358393558062
2.2447633784132225e-05,7.1213775863069175
2.3328830978641567e-05,7.119261877767938
2.4244620170823286e-05,7.116184602360986
2.519635929317016e-05,7.1150540984392245
2.618545958474235e-05,7.11302491951824
2.7213387683753056e-05,7.112267357929534
2.8281667802300318e-05,7.115391935589698
2.939188398646886e-05,7.11444449762369
3.0545682465154335e-05,7.11396175943684
3.1744774091091946e-05,7.110573470659333
3.299093687770937e-05,7.109078458015039
3.428601863556584e-05,7.107422066242216
3.563193971228584e-05,7.105774870400809
3.703069584005141e-05,7.103139630298736
3.848436109487432e-05,7.102999357157823
3.9995090972036605e-05,7.102998849138799
4.156512558225987e-05,7.10490113751682
4.319679297334172e-05,7.10153310243053
4.489251258218605e-05,7.101678767865643
4.665479882234474e-05,7.102207393559274
4.8486264812390836e-05,7.100504311478967
5.038962625065155e-05,7.099981583087636
5.23677054420465e-05,7.098917078060451
5.4423435483002656e-05,7.098343248693561
5.655986461065006e-05,7.09726824934482
5.878016072274915e-05,7.0976595823609765
6.108761607505042e-05,7.096072883150154
6.348565216305214e-05,7.0974963508090525
6.597782479539535e-05,7.093516842716842
6.856782936641739e-05,7.093618145966742
7.12595063356841e-05,7.090848020528757
7.405684692262441e-05,7.090853501582397
7.69639990247115e-05,7.090586339198589
7.998527336796706e-05,7.090462997580456
8.312514989890629e-05,7.091239988082292
8.638828442740448e-05,7.088443430572708
8.977951553033325e-05,7.08929393360462
9.330387172620355e-05,7.089379407822826
9.69665789314553e-05,7.089110037651412
0.00010077306820944607,7.087958445070599
0.00010472898382363584,7.088679846547537
0.00010884019160690063,7.0869722183559025
0.0001131127876593922,7.087612849991818
0.00011755310738783704,7.085178084567422
0.00012216773489967913,7.0862837891037
0.00012696351276599732,7.085403971596756
0.00013194755216767062,7.083263899970043
0.00013712724343984008,7.081499386612165
0.0001425102670302999,7.08241900041144
0.0001481046048880674,7.080460983740476
0.00015391855229902052,7.08143976560814
0.00015996073018614872,7.081601328353123
0.00016624009789266127,7.080144629245037
0.0001727659664669037,7.079222724931222
0.00017954801246878295,7.075306220642669
0.00018659629231817447,7.074986534915711
0.0001939212572065829,7.074561335367191
0.0002015337685941733,7.070768800215042
0.00020944511431514705,7.067630521947454
0.00021766702531534566,7.067501406738752
0.00022621169304690275,7.067383324927205
0.00023509178754572857,7.067204771473813
0.0002443204762186488,7.067001576357153
0.0002539114433680348,7.063979942973866
0.0002638789104828935,7.0633413706298604
0.0002742376573264952,7.061654786107156
0.00028500304385181056,7.060560267016642
0.0002961910329772553,7.0602670101355365
0.00030781821425650795,7.059080899618993
0.0003199018284775066,7.056731102684918
0.0003324597932270943,7.05385601910829
0.00034551072945922197,7.052858469617719
0.00035907398910610524,7.051483551507927
0.0003731696837732752,7.0503528553778425
0.0003878187145610724,7.0511059340444975
0.0004030428030568054,7.051719506360827
0.000418864523543527,7.052792970129699
0.00043530733647318906,7.051590318083176
0.0004523956232538052,7.0516860493713995
0.0004701547224022132,7.052042878494626
0.0004886109671160328,7.0508960415767294
0.0005077917243205405,7.05019144945883
0.0005277254352483538,7.0479126661704585
0.000548441657612102,7.0448776896002165
0.0005699711094326075,7.044426712835048
0.0005923457145875805,7.0435458618124365
0.0006155986501483511,7.040553749385877
0.0006397643955748428,7.038087753200762
0.0006648787838417266,7.036714752869825
0.000690979054571564,7.034239290494888
0.0007181039092537351,7.032268689495535
0.0007462935686310138,7.02845989674439
0.0007755898323389002,7.026028677419865
0.0008060361408861345,7.023711771136762
0.0008376776400682922,7.021368803429533
0.0008705612479099862,7.019238733009034
0.0009047357242349298,7.017601594942565
0.0009402517429670136,7.017341022031374
0.0009771619672696175,7.016914568463984
0.0010155211276345682,7.014857673658948
0.0010553861030365241,7.013183622373462
0.001096816005273138,7.013087872040922
0.0011398722666160523,7.00910820683243
0.0011846187309026833,7.00833846543612
0.0012311217482038903,7.005784930225837
0.001279450273207874,7.005105440184272
0.001329675967466212,7.004253168052987
0.0013818733056536327,7.001955777594673
0.001436119685999079,7.000448839545017
0.0014924955450518293,6.998861608749406
0.0015510844769528404,6.997605509513107
0.0016119733573881584,6.996605238920265
0.001675252472408215,6.995767896896126
0.0017410156523040164,6.995276834814991
0.0018093604107387157,6.992331917024436
0.0018803880893409155,6.990304432501339
0.001954204007974054,6.98827914007549
0.0020309176209047353,6.9866404516264025
0.0021106426791015548,6.983987735075355
0.00219349739890506,6.982142855767876
0.0022796046373189795,6.980239921353505
0.0023690920741826337,6.978125431999697
0.002462092401494627,6.977627287230766
0.002558743520168588,6.97673481447079
0.002659188744512695,6.974929476335141
0.0027635770147361608,6.973989933060375
0.0028720631177978286,6.971470398565559
0.0029848079169243276,6.97034904233357
0.003101978590138097,6.9679013076241185
0.00322374887814903,6.967737367120842
0.003350299341977232,6.965835255234525
0.003481817630688965,6.963656315959127
0.0036184987596427484,6.96214098062992
0.003760545399658173,6.9609451712224475
0.003908168177536265,6.9598217407863245
0.0040615859883769805,6.958582820495055
0.004221026320156903,6.957664482692958
0.0043867255910484985,6.95664519593624
0.004558929499981063,6.956365044904076
0.004737893390963143,6.9553485504713715
0.004923882631706739,6.953396209312549
0.005117173007114607,6.9517850536320775
0.0053180511282141995,6.95212213151688
0.005526814857144604,6.9534204438863485
0.005743773748826587,6.953293901062148
0.005969249509970733,6.952965784378181
0.006203576476104274,6.952288816265228
0.006447102107323874,6.951475370325014
0.006700187503509588,6.950567937868333
0.006963207939763886,6.9509082696126105
0.00723655342286966,6.951708803397605
0.007520629269592409,6.951850948066592
0.007815856707684093,6.952178627714043
0.008122673500479714,6.954039071938693
0.008441534596012984,6.953524542047814
0.008772912801613363,6.954706957523547
0.009117299484984919,6.955708754117585
0.009475205302806544,6.957483481816979
0.009847160957933778,6.961264886339411
0.010233717986325197,6.964373326287577
0.010635449574860114,6.966250408874565
0.011052951411260222,6.968072928714039
0.011486842567375538,6.970642030081071
0.011937766417144368,6.972718754260611
0.012406391590588327,6.974465049213596
0.012893412965257154,6.973251610061632
0.013399552696593393,6.977498117693315
0.013925561288744627,6.980042279191461
0.01447221870741135,6.9828750346166535
0.015040335536380256,6.987429250415118
0.01563075417945816,6.9923634366980725
0.016244350109588673,6.99143486866871
0.01688203316700364,6.9944117244784385
0.017544748908334594,6.9977268743385
0.018233480008684418,6.999323303448723
0.018949247718738228,7.004811010956951
0.01969311337907423,7.008771967977463
0.020466179993919906,7.012244578685035
0.021269593866686903,7.015308573505666
0.02210454629971022,7.02188643706671
0.022972275360711534,7.024515259744624
0.02387406771860647,7.026989371635322
0.0248112605513777,7.031599604591642
0.025785243528842754,7.03921037448413
0.02679746087325691,7.044460778001134
0.027849413500806455,7.053937415614748
0.028942661247167527,7.055279546298854
0.030078825180431024,7.058302464735863
0.031259590004822785,7.061932980537156
0.03248670655878375,7.067562832975142
0.0337619944111134,7.074098708050017
0.035087344559027143,7.081386967227594
0.03646472223212751,7.085738944549808
0.037896169806447215,7.091684541267631
0.03938380983288487,7.098837756220851
0.0409298481845244,7.101450113404925
0.042536577327503884,7.107344480903624
0.04420637972028535,7.119065193259809
0.045941731346364804,7.131286677249162
0.047745205385661266,7.137560707034164
0.049619476030029024,7.143199456350425
0.05156732244854967,7.150665414319036
0.053591632908485176,7.158009081469295
0.05569540905800138,7.1632056275179
0.057881770377012816,7.168427685619544
0.06015395880274835,7.17178227179755
0.06251534353689712,7.177172497807281
0.06496942604146125,7.1843909145428935
0.06751984523072507,7.18643502543196
0.07017038286703835,7.186888435903525
0.07292496916841443,7.192199318063427
0.07578768863625927,7.193289196520607
0.07876278611187058,7.18834618750024
0.08185467307069032,7.190659835156478
0.08506793416364163,7.18916174024924
0.08840733401525072,7.189535272499473
0.09187782428863331,7.19177497005614
0.09548455102782293,7.195154666377551
0.09923286228832554,7.191416143874103
0.10312831606721853,7.18829484534739
0.10717668854455038,7.1865087346718175
0.11138398264826209,7.180724481409905
0.1157564369553304,7.1714471684722225
0.12030053494233245,7.165813652822049
0.1250230145991456,7.1621604976467665
0.1299308784200417,7.159634519273217
0.13503140378698744,7.158150748631821
0.14033215376054844,7.153178620746128
0.1458409882943986,7.148781637340657
0.15156607589006035,7.141627894829092
0.15751590570916232,7.136373740077872
0.16369930016117037,7.13253547604761
0.1701254279852591,7.125758784642691
0.1768038178457207,7.120791493603916
0.18374437246107267,7.115018566262587
0.1909573832878098,7.110260222177973
0.19845354578058044,7.104546176523176
0.20624397525140936,7.1027295885222115
0.2143402233514856,7.099423400844147
0.22275429519995574,7.09334902035272
0.23149866718511616,7.08857094311438
0.2405863054644067,7.0844365091178405
0.25003068519063265,7.079440681586753
0.2598458104929252,7.075699818161712
0.27004623524206817,7.0695108050368285
0.2806470846309838,7.066006654555494
0.29166407760237056,7.0609061661880705
0.30311355015675806,7.056837756072026
0.3150124795755332,7.050351687970573
0.3273785095948575,7.045154278742942
0.34022997656780685,7.039683063829232
0.35358593665351795,7.034113095208082
0.3674661940736691,7.0286026613949435
0.3818913304781857,7.023409329472656
0.39688273546371683,7.018207490928711
0.4124626382901351,7.012659588916455
0.4286541408420927,7.008061613132742
0.445481251884499,7.00340094885794
0.4629689226627269,7.004286809618168
0.48114308390032645,7.000652593038626
0.5000306842491099,6.9979538714677485
0.5196597302486197,6.9943444774549075
0.5400593278542373,6.990161768963022
0.5612597255954975,6.986550210666238
0.5832923594286209,6.982560758604605
0.606189899349758,6.979339169038632
0.6299862978380689,6.977103777969513
0.6547168402004738,6.973532860311272
0.6804181968927101,6.970320160777153
0.7071284778943003,6.967460738431655
0.7348872892180394,6.964585214327456
0.7637357916378031,6.962212047971435
0.7937167617217549,6.959611546891222
0.8248746552614585,6.956954150699004
0.8572556731909328,6.9548313119384675
0.8909078300934145,6.952311075076895
0.9258810253973965,6.950128565756644
0.9622271173675137,6.9482268432793575
1.0,6.946447291276522
